Filename, Score1 , Score2 , Score3 , Score4 , Score5 , Score6 , Score7 , Score8 , Score9 , Score10 , Score11 , Score12 , Score13 , Score14 , Score15 , Score16 , Score17 , Score18 , Score19 , Score20 , Score21 , Score22 , Score23 , Score24 , Score25 , Score26 , Score27 , Score28 , Score29 , Score30 , Score31 , Score32 , Score33 , Score34 , Score35 , Score36 , Score37 , Score38 , Score39 , Score40 , Score41 , Score42 , Score43 , Score44 , Score45 , Score46 , Score47 , Score48 , Score49 , Score50 , Citations
301153,0.2677862053,0.2238591716,0.2121127411,0.2072149147,0.189390831,0.1891075804,0.1726801666,0.1710329921,0.1662475518,0.1562671425,0.1521853807,0.1396020492,0.1362676889,0.1358478087,0.1302220196,0.1268410422,0.1246899418,0.124061023,0.1134453542,0.1100874568,0.1043711685,0.0892662695,0.088817312,0.0887782561,0.0856277024,0.0795047938,0.0777302482,0.0753607987,0.0744366138,0.0700098056,0.0698539031,0.0695737791,0.0677985921,0.0673076381,0.0666328871,0.0658970955,0.0616700949,0.061441217,0.0601363315,0.0601342313,0.0600981479,0.0595548543,0.0591855041,0.0583256224,0.0582905592,0.0572822129,0.0569070257,0.0563929088,0.0563873032,0.0560123476,22
304025,0.2737648942,0.2348714606,0.2029562199,0.1844496744,0.1835569137,0.1784204296,0.1614883034,0.1439897895,0.143984021,0.1414140661,0.1248728287,0.1248728287,0.1181906685,0.1178478723,0.1178098278,0.1160274195,0.1109980699,0.1109980699,0.1109980699,0.1084875563,0.1076881817,0.1061724175,0.1020843583,0.1017784779,0.1017656,0.0986172596,0.0920306503,0.0916002842,0.0916002842,0.0857558332,0.0846017451,0.0825550652,0.0823853461,0.0753255166,0.0750478928,0.0717472957,0.071385462,0.0693737937,0.0667812577,0.0667073782,0.065729057,0.0654499043,0.065004163,0.0647201337,0.0645581462,0.0640469223,0.0608926009,0.0595588853,0.0584980515,0.0582582578,58
301151,0.4512432667,0.3685271681,0.3205657235,0.2285150524,0.219365602,0.2018150205,0.1657451388,0.1553261844,0.1458286023,0.1272590216,0.1083500657,0.106169036,0.1019117493,0.0993211414,0.0977823818,0.095249316,0.0862359784,0.0801901255,0.078233116,0.076553644,0.0755407914,0.0661847487,0.0656933577,0.0603960587,0.0596559468,0.0594816266,0.0573689436,0.0553516443,0.0548455125,0.0513864861,0.0502141847,0.0488682574,0.0487576606,0.0480327166,0.0475260596,0.0472081678,0.04653733,0.0464357424,0.046178863,0.0457930588,0.0456971394,0.0456370216,0.0452722135,0.0432142464,0.0427554964,0.0396413061,0.0396289457,0.039348526,0.0388185022,0.0385435519,5
304027,0.7432739279,0.2644183826,0.175999862,0.175006319,0.1366008245,0.1225754331,0.118913022,0.1151716807,0.1107840925,0.1032923207,0.0921486099,0.0921486099,0.0901233206,0.0898442538,0.0874900872,0.0853280709,0.0852085235,0.0744009345,0.0670633777,0.0645349372,0.0626676813,0.0626129223,0.0613397191,0.0606984074,0.059929656,0.0592545638,0.0588293544,0.0572971826,0.0562190821,0.0502975332,0.0473550763,0.0469388302,0.0464287459,0.0460743049,0.0460743049,0.042866511,0.0427659752,0.0414986066,0.0388562134,0.03760473,0.037551286,0.037551286,0.0374036964,0.0369047342,0.0362572648,0.0349388539,0.0342890644,0.0340160789,0.0339654317,0.0318165646,56
304246,0.4043411481,0.3180907165,0.2459004756,0.2354302895,0.216973205,0.2111427029,0.1852324419,0.1721021529,0.1719058569,0.1465013726,0.140565049,0.1387645259,0.1297793228,0.124315401,0.1206481892,0.1062059117,0.0976601137,0.0925710057,0.0920067988,0.0897383473,0.0877907039,0.0875892061,0.0814405574,0.0778408051,0.0724911722,0.0706344055,0.0702325631,0.0684816408,0.0659102341,0.0634160708,0.0618515743,0.0617140038,0.0599143715,0.0599143715,0.0594956772,0.0590833972,0.0587821407,0.0564329394,0.054630645,0.0521185774,0.0517896356,0.05176586,0.0517063668,0.0516777375,0.0494959279,0.0480260157,0.0479374318,0.0479374318,0.0463894185,0.0449357786,17
303188,0.7450211962,0.2249120592,0.1722843961,0.1528095668,0.1396803265,0.1308345684,0.127673475,0.1234493675,0.1232435146,0.1205170168,0.1072941804,0.1028139843,0.0996072474,0.0899759626,0.0830060395,0.0830060395,0.0783110891,0.0702796836,0.0664048316,0.0661019913,0.0658900356,0.0637299409,0.0589278276,0.0583433275,0.057916921,0.057916921,0.0563449311,0.0546057884,0.0541701247,0.0517577107,0.0516314053,0.0514960645,0.051485091,0.0514806312,0.0498036237,0.0498036237,0.0498036237,0.0490656957,0.0461648306,0.0421710111,0.0418195389,0.0403772817,0.0396303415,0.0373553687,0.0365500442,0.0348205389,0.0345383985,0.0340628033,0.0334704414,0.0334674362,44
303186,0.4642405233,0.4528054414,0.3478045379,0.2506825316,0.2476981438,0.2128641969,0.1448166776,0.133659586,0.1173989056,0.1081035147,0.1035872696,0.0987809893,0.0962763895,0.0950837668,0.0949570773,0.0772661192,0.0766165208,0.0720153473,0.0715194961,0.0680654708,0.0640326819,0.0635449242,0.0599353024,0.0554640788,0.0553940443,0.0528292501,0.0523871442,0.0488120817,0.0467220018,0.0414214292,0.0405877013,0.0399385069,0.0387962403,0.0382869073,0.0382723166,0.0382460387,0.0378043086,0.0377327742,0.0373539614,0.0367291997,0.0351518857,0.0349087971,0.0346593966,0.0342434346,0.033647229,0.0330258764,0.0326552973,0.0324128157,0.0322116964,0.0315587806,6
303187,0.4110576044,0.3949694175,0.3007966024,0.187392805,0.1645485176,0.1578128409,0.1527895591,0.1509662939,0.1375456524,0.1365329591,0.1329552173,0.1314040862,0.1190705702,0.1101924427,0.0957847144,0.0939740733,0.0925838607,0.0879519315,0.0819735614,0.0782114252,0.0780090558,0.0771762875,0.0754062724,0.0738622042,0.0732769722,0.0723179978,0.0696645423,0.0688966251,0.0687262761,0.0671007406,0.0654230002,0.0624072446,0.0622424773,0.0618868446,0.0610624804,0.0593490518,0.058901298,0.0566316619,0.0540160924,0.0539898164,0.0529551447,0.0521230675,0.051085181,0.0507326092,0.0498353368,0.048813792,0.0487026173,0.0480695696,0.0456091197,0.0436153335,61
303184,0.4372604662,0.2847312619,0.2823214637,0.2446046496,0.1991940683,0.1884032031,0.1621924464,0.1530411632,0.1433039751,0.1355268762,0.1268623853,0.1250002262,0.1170989618,0.1093151166,0.1073202206,0.1033677167,0.0984359062,0.0930992886,0.0804626777,0.0791345556,0.0764237453,0.0752066957,0.0752013586,0.0752013586,0.074360889,0.0740871186,0.0738548532,0.0735427695,0.0722205419,0.0701384165,0.0683721222,0.0655890699,0.0649869363,0.0646753768,0.0636764374,0.0630560359,0.0616164334,0.0614718381,0.0614222782,0.0552728656,0.0551296043,0.0544276026,0.054162676,0.0513062303,0.0501342391,0.0501342391,0.0501342391,0.0476596428,0.0473287237,0.0472985687,4
303182,0.2859313393,0.2702692796,0.2560463069,0.2424898739,0.2285628488,0.203416339,0.1856577883,0.1480964831,0.1391195388,0.1342531648,0.1335207912,0.1335207912,0.1259686481,0.1238396039,0.1124880468,0.1001477005,0.0999035767,0.0996396939,0.0988490094,0.0971145163,0.09370809,0.091909719,0.0918021555,0.0849106548,0.0826111081,0.0813318869,0.0804068783,0.0794781595,0.0763480618,0.0761406164,0.075947416,0.0755640407,0.0681273773,0.0678455758,0.0662642799,0.0661396013,0.0652879745,0.0647919679,0.0640967581,0.0603843681,0.0592385932,0.0576007341,0.0567028418,0.0565173118,0.0564576493,0.0562998153,0.0560998901,0.0545279456,0.0538889218,0.0536749939,17
303183,0.4815967992,0.4385127001,0.2291176501,0.2216132951,0.1707202349,0.1696589149,0.1563247108,0.1490662157,0.1433228063,0.1337661337,0.1243364821,0.114435598,0.1061024118,0.1048080448,0.1010101406,0.1005293648,0.0954578398,0.0887294398,0.0829443918,0.0760946523,0.0752434502,0.071439819,0.0692896013,0.0686798282,0.0681953809,0.0677601316,0.0662886736,0.0634453087,0.0622030583,0.0618350639,0.0599301735,0.0591017762,0.0585016065,0.056376929,0.0560926461,0.0559889432,0.0531825557,0.0528733039,0.051164461,0.0504261167,0.0495856762,0.0477627505,0.0472244469,0.0460612642,0.0455291976,0.0445922962,0.0431157726,0.041781321,0.0408837675,0.0408441094,33
303180,0.3225823223,0.2976434002,0.2468401081,0.2324872816,0.2028974163,0.1871178999,0.1552141969,0.1446453387,0.1329139044,0.1329139044,0.132699198,0.1212994833,0.119853797,0.1159860677,0.109535642,0.1081351718,0.0955006626,0.0949385031,0.0946849595,0.092039436,0.0911682158,0.0898128239,0.0892681223,0.0866914977,0.0846321417,0.084406739,0.0830159319,0.0805042476,0.0805042476,0.0805042476,0.0805042476,0.0763764356,0.0760226996,0.0750802918,0.0743159959,0.0738081578,0.0702141401,0.0667378499,0.0663928669,0.0653332128,0.0616060248,0.060391041,0.0603781857,0.0603781857,0.0603781857,0.0603781857,0.0603338825,0.059483577,0.0569631019,0.0563003796,4
303181,0.6838789456,0.3264397775,0.2507036234,0.2191083027,0.1935276776,0.1909121148,0.1283598409,0.1227213906,0.1193924149,0.1056105709,0.1052143077,0.0999946507,0.0872012603,0.0842307824,0.0755894989,0.0672251018,0.0613747734,0.0577682495,0.0559160686,0.0539152115,0.0530717887,0.0517313654,0.0506850744,0.0494137664,0.0483089528,0.0472323204,0.0436006302,0.0436006302,0.0425922688,0.0419724214,0.0418477374,0.0416992508,0.041314489,0.040756388,0.0398493334,0.0365180505,0.0346832634,0.0346609497,0.0346609497,0.0336929082,0.0328087688,0.0327004726,0.0327004726,0.0323172019,0.0305068426,0.0302413346,0.0301947994,0.0299053972,0.029476512,0.0283160968,3
301129,0.5977017593,0.3345644681,0.1684173711,0.1618616388,0.1418589336,0.1327015213,0.1129204658,0.1104007567,0.1032321636,0.1016242858,0.0999332686,0.0976346867,0.0958395959,0.0957251403,0.0881292296,0.0877124915,0.0876638869,0.0848292943,0.0834800046,0.0826298378,0.0805198099,0.0780090544,0.0763597887,0.0741581504,0.0684769643,0.06776209,0.0618623924,0.0609498038,0.0601448868,0.0586577607,0.0578943331,0.0563173826,0.0558179198,0.0555637099,0.0547915192,0.0540304844,0.0538226781,0.0525938275,0.0511110727,0.05102371,0.0502586308,0.0501279981,0.0500637196,0.0483257535,0.0479341582,0.0463990249,0.0459560203,0.0455145151,0.0449344522,0.0441434888,131
301122,0.3984875937,0.2130966867,0.1848667897,0.1553287921,0.1517376778,0.1417794606,0.1289919562,0.1225695088,0.1224408467,0.1147427447,0.1120477834,0.1107982452,0.1064631619,0.1047700714,0.1040296759,0.1001964813,0.096256004,0.0939941507,0.0925110082,0.0903951268,0.0889856635,0.088328402,0.0860003496,0.0854142456,0.0839317085,0.0833818413,0.0820351807,0.0816214384,0.0810148859,0.080799041,0.0804069218,0.0781472861,0.0770048032,0.0765255292,0.0737292484,0.070750003,0.0699965447,0.0695852384,0.0694439705,0.0689888268,0.0671827094,0.0667321754,0.0666069355,0.0664459444,0.0655213204,0.0632963408,0.0626703342,0.0624889054,0.0622111369,0.0612160788,32
301123,0.3743390604,0.3241205794,0.1942302682,0.172454853,0.1649748673,0.1493496951,0.1370337878,0.1283979968,0.1280713895,0.1276838927,0.1228322564,0.1087755861,0.1087754136,0.1056863535,0.1045112881,0.1038702846,0.1024445182,0.0927111615,0.092471438,0.0886536797,0.0884349369,0.0837291073,0.0801538098,0.0797613082,0.0790772589,0.0780231798,0.0736075676,0.0736075676,0.0736075676,0.0736075676,0.0707430435,0.0705972823,0.0699552384,0.0692867279,0.0687238283,0.0666191769,0.0666191769,0.0664902597,0.0656228285,0.0649730822,0.0645496697,0.0641989984,0.0641899867,0.0638649703,0.0635641618,0.0635615568,0.0620126007,0.0593544483,0.0575019331,0.0572249183,10
301120,0.3971527675,0.3935831676,0.2301051662,0.2095016764,0.1949103128,0.1666539083,0.1646487714,0.1533183365,0.1434308744,0.1428112614,0.1391327666,0.125711846,0.1194611595,0.1114297575,0.0951164385,0.0935134973,0.0919196089,0.0916973769,0.0871380386,0.0868383015,0.0833853418,0.0827795149,0.0810318286,0.0781524186,0.0770091544,0.0769800857,0.0749703019,0.0744261921,0.0730036497,0.0708716991,0.0702953571,0.0701743038,0.0699486061,0.0695005666,0.0694558531,0.0686133637,0.0671956476,0.0602866653,0.0578798776,0.0578798776,0.0552682511,0.0546061019,0.0537517459,0.0509755517,0.0493780208,0.0491343414,0.0478262764,0.0471902284,0.0466867647,0.0463039021,27
301121,0.3206434522,0.2883504601,0.2740562583,0.2652067964,0.2155757058,0.210825219,0.2022130173,0.1593528017,0.1494803006,0.1342654747,0.1333932681,0.1235643816,0.1217089414,0.1182007858,0.1182007858,0.1144495439,0.1121062536,0.0986257079,0.0959050076,0.0928153126,0.0917208081,0.0869748947,0.0854173146,0.0827405501,0.0807569531,0.0802288794,0.0780606162,0.0768567482,0.0739125446,0.073236593,0.0717603756,0.0714865559,0.0709204715,0.07058118,0.0702321967,0.0695825254,0.0673278713,0.067074022,0.0641641971,0.0639059595,0.063850753,0.0612299739,0.0592482734,0.0589528538,0.0577905925,0.0572055005,0.0553778505,0.0536125134,0.0524022452,0.0517092655,26
302012,0.4131131616,0.2570182997,0.2151500661,0.213684925,0.2002337762,0.1973510744,0.1412179864,0.133826638,0.1250829765,0.1248404914,0.1215424633,0.117004976,0.1125096416,0.1121363286,0.1090947856,0.108892281,0.1032237425,0.1030114077,0.1026594414,0.1021536697,0.1003368695,0.0948639161,0.0939174761,0.0919329103,0.091129143,0.0909773875,0.0868519028,0.0850808806,0.0825730548,0.0798392787,0.0791027011,0.0787645419,0.0782645634,0.0778306994,0.0770137541,0.0767134558,0.0766571917,0.0714557327,0.0692699091,0.0672783281,0.0666311073,0.0651428757,0.0638525813,0.063552151,0.0623934625,0.0616148264,0.0610961287,0.0594382461,0.059199452,0.0587642761,0
301127,0.5202366915,0.2558458845,0.2452980774,0.1964928629,0.1768279828,0.1737327689,0.1710717774,0.1582117582,0.1351288189,0.1244198271,0.1201528507,0.1170139798,0.111920095,0.1043232521,0.0908836868,0.0897417047,0.0878954212,0.0843849778,0.0813643293,0.0804955872,0.0802117688,0.0788105,0.0771075557,0.0755917927,0.0728094712,0.0722622431,0.0719401696,0.0686740288,0.067620851,0.0650211481,0.0647353756,0.0626720278,0.0616829163,0.0612904135,0.0608527905,0.0591682446,0.0590591089,0.0571929948,0.0571078888,0.0553407078,0.0551426803,0.054702952,0.0544250943,0.0520817529,0.0507020696,0.0498327921,0.0494669963,0.0490392039,0.0485106699,0.0484871386,3
301124,0.3748127017,0.3645780964,0.244317551,0.1971431155,0.1511335716,0.137469716,0.1148626126,0.1140161517,0.1129825953,0.1122562156,0.1109899771,0.1092939057,0.1090624614,0.1086548064,0.0999699536,0.0986904192,0.0943344189,0.0919225022,0.0897950409,0.0856524723,0.0825228181,0.0808698262,0.0795809896,0.0770665046,0.0762984477,0.0758054872,0.0741863266,0.0728882169,0.0724590473,0.0721740015,0.0720787692,0.0710038662,0.070256344,0.069599224,0.068261235,0.06825954,0.0681206004,0.0667972107,0.0647412535,0.0634379053,0.0618133534,0.061360813,0.0610793877,0.0606253063,0.0586416902,0.0585580664,0.0570998742,0.0569820286,0.0564659825,0.0561944617,5
301125,0.398503108,0.1998764518,0.193115156,0.1501705977,0.1388019641,0.1360615621,0.1360615621,0.1312625972,0.1307056233,0.1185763024,0.1128620377,0.112488091,0.1100617398,0.1030889856,0.1009664762,0.100483677,0.0996879607,0.0985580359,0.0949350336,0.0927677355,0.092054902,0.0913728051,0.0905745319,0.0904395841,0.0882547837,0.0879281211,0.0870525725,0.0869623164,0.0855742328,0.0847504537,0.0847329525,0.0846776361,0.0815242408,0.0779718113,0.077653621,0.0774092112,0.0771171525,0.0766733878,0.0756930781,0.0751393626,0.0746568904,0.0741098415,0.0707590235,0.0695444143,0.0685346551,0.0679104039,0.0672690461,0.0672214431,0.0646911836,0.0638879776,21
304154,0.2753618025,0.2653534796,0.2618574371,0.2427809088,0.1995005205,0.1877087302,0.1824190299,0.1671957383,0.1650592946,0.1609542874,0.1574111122,0.1485284839,0.1431918952,0.1309908807,0.1254409323,0.1230930482,0.1126889345,0.1063638674,0.1045447487,0.1028229153,0.1003734757,0.0994045404,0.0962481876,0.0943891271,0.088545258,0.0865923144,0.0822979853,0.0809949439,0.0795510529,0.077930224,0.0753414429,0.073381719,0.0729676119,0.0714986536,0.0713321091,0.0701604919,0.0697217981,0.0677190634,0.0660383813,0.0659592855,0.0655794873,0.0608921763,0.060134214,0.0578703646,0.0577777069,0.0575210916,0.0559779495,0.0547921867,0.054725709,0.054725709,3
304155,0.2915943978,0.255417031,0.2250042934,0.2012475392,0.1657382504,0.1563638378,0.1451040077,0.134977063,0.1336869223,0.122672727,0.121146042,0.1181408943,0.1175091821,0.1149380972,0.1148377264,0.1125021467,0.1125021467,0.1114702185,0.1074337443,0.1067281635,0.1042425586,0.1032672032,0.1015276298,0.0998083909,0.0974538568,0.0963689832,0.0932644938,0.0911827917,0.0891246148,0.0886669049,0.087355617,0.087355617,0.0871020701,0.0829355602,0.0828750065,0.0825157845,0.0804990157,0.0804990157,0.0784408388,0.0778790438,0.0776644883,0.0767222755,0.0757920368,0.0721912305,0.070384767,0.0698152396,0.0698152396,0.069274362,0.0683204768,0.0668389945,2
304156,0.3334040579,0.3076165191,0.2940230163,0.2755656253,0.1903206544,0.187454495,0.1822394321,0.1769423887,0.162485837,0.1538082596,0.1476333834,0.1375888542,0.1283980927,0.1270665778,0.1238494486,0.1150905374,0.1117208328,0.1043388495,0.10149154,0.0978530771,0.0953445179,0.0944810497,0.0944810497,0.0944727975,0.0914184303,0.0828943995,0.0800418661,0.0778794018,0.0766732021,0.0758551488,0.0727948113,0.0653943837,0.0644819004,0.0641306184,0.0617306996,0.0603986993,0.0590303018,0.0579730383,0.0574746686,0.0570201527,0.054527719,0.0541637754,0.0541637754,0.053166772,0.0511001882,0.0511001882,0.0504980668,0.0497693175,0.0496714112,0.0489908024,0
304157,0.5361429388,0.2963601767,0.2454515642,0.2164132285,0.2039494519,0.157444588,0.1384534185,0.1271898773,0.1215779704,0.0998830286,0.0986401685,0.0983556977,0.0983514314,0.0934872778,0.0900312609,0.0861497991,0.0856158237,0.0850041602,0.0849651919,0.083352358,0.0797589094,0.0795455258,0.0758208478,0.0743190596,0.0741765221,0.0729883522,0.0710643175,0.070249062,0.0701364241,0.0650664127,0.0648831472,0.064819547,0.0606002237,0.0594891133,0.0568740251,0.0556312389,0.0554524148,0.0549134193,0.0540559578,0.0515396493,0.0499415143,0.0495460398,0.0495460398,0.0495460398,0.0493880086,0.0493791144,0.0477111902,0.0473910732,0.0467436389,0.0467436389,3
304150,0.384060998,0.3317482558,0.3269721821,0.3130318317,0.2359906668,0.212748128,0.1763821629,0.1636183539,0.1627617084,0.1439180098,0.1390882023,0.1364522584,0.1363312491,0.1293760263,0.1226569639,0.1154167131,0.1096374226,0.0982249861,0.0972740162,0.0953238073,0.0869401119,0.0788342975,0.0772303455,0.0756624813,0.0744314361,0.067923262,0.0678394633,0.0606733542,0.0596619234,0.054801306,0.054801306,0.0538628246,0.0529019747,0.0520060163,0.050420001,0.0502078717,0.049455506,0.0473445132,0.0463189289,0.0450908299,0.0444045076,0.0443389279,0.0409512995,0.0405332158,0.0390016927,0.0388818574,0.0387146243,0.0372716279,0.0364705114,0.0363842184,37
304151,0.3200065425,0.3103503093,0.3085011781,0.2232938032,0.2100545743,0.1765594762,0.1749974885,0.166140734,0.1525441294,0.1461755352,0.1379433914,0.1334813889,0.1299490942,0.1233893211,0.1231019184,0.1193655036,0.1177391428,0.1162064719,0.1083772472,0.1075365116,0.1024202171,0.0936878203,0.0921773763,0.09161224,0.0895286679,0.0893465924,0.085455713,0.0819730525,0.0759184504,0.0747429421,0.0694520733,0.0676172929,0.0654000743,0.0631029602,0.0609566265,0.0601754416,0.0590276511,0.0590172853,0.0587870378,0.0572661947,0.0571556907,0.0566889166,0.0558851083,0.0543372516,0.0538923662,0.051858292,0.0506087085,0.0506087085,0.0506087085,0.0505200314,16
304152,0.3270275941,0.3043824661,0.2843099308,0.232656899,0.1961711966,0.1854546954,0.1629765628,0.1563357314,0.1527336915,0.1504720338,0.1432388076,0.1430804223,0.1400651739,0.1366491247,0.1346818308,0.1249229952,0.1199340686,0.1184330324,0.1095988567,0.0942827512,0.0840863216,0.082580604,0.0823959595,0.0819567798,0.0797363145,0.0791360865,0.0781064244,0.0781064244,0.0766495403,0.0765908055,0.0760298049,0.0724288876,0.0711861893,0.0704510235,0.0703645955,0.0668918428,0.0666233022,0.0665413694,0.0596899052,0.0589607477,0.0583722497,0.057423146,0.0573511305,0.0572321689,0.0568458996,0.0565136845,0.0563386367,0.0561676398,0.0555924975,0.0545452003,7
304153,0.7414944278,0.2972736609,0.1641869525,0.1629230042,0.1536139621,0.1427932685,0.1295132274,0.1169530634,0.1161859752,0.088397136,0.0823991763,0.0805085338,0.0787821718,0.0730708905,0.0719147027,0.0686812136,0.0646146071,0.0622741957,0.0605721699,0.0605579033,0.0602325443,0.059371187,0.0585321616,0.0574991938,0.0560392466,0.0553476623,0.0547140371,0.0518490232,0.0498969672,0.0496676104,0.0482361435,0.0473922273,0.0470571104,0.0441894316,0.0438598117,0.0418953627,0.0414793773,0.0408207513,0.0400379083,0.0396407226,0.0394136824,0.0390724354,0.0384870539,0.0383822343,0.0380431699,0.0379784057,0.0374626528,0.0370612496,0.0369477887,0.0345890469,19
304179,0.3271580349,0.3175599168,0.3062371717,0.2304002652,0.2201079672,0.2080513477,0.1955972489,0.1670480641,0.1594810744,0.1464400664,0.1376999922,0.1368528241,0.1339787626,0.1277499038,0.1175209112,0.107577174,0.1009260644,0.0997373459,0.0989952242,0.0965111132,0.0898032235,0.0883318763,0.0861292046,0.0829949858,0.081073332,0.0802682868,0.0795433198,0.0757879005,0.0731537106,0.0728485316,0.0728079305,0.0727297054,0.0700443074,0.0694730893,0.0688965841,0.0637277329,0.0604959503,0.0597015711,0.0590237449,0.058477541,0.0574194697,0.0574194697,0.0572853846,0.0570973966,0.0561494272,0.0550552578,0.0545343576,0.0543726788,0.0530027672,0.0518674313,9
304158,0.2755178226,0.2474415064,0.1877993892,0.164155559,0.1617775501,0.1579272016,0.155537198,0.1497947116,0.1469798816,0.1445352472,0.1386664715,0.117901745,0.1176242237,0.1144731629,0.114086311,0.1134920258,0.1102349112,0.1070180098,0.105542849,0.1045075362,0.1023370322,0.1007521917,0.0979865877,0.0954264586,0.0914549869,0.0911845017,0.0885739628,0.0857382643,0.0840200723,0.083834361,0.0829551489,0.081533915,0.0800257219,0.0789032834,0.0776311711,0.0734899408,0.0729397225,0.071685634,0.0715044972,0.070806815,0.0704150799,0.0691577511,0.0669762061,0.0663840066,0.0660225204,0.0653115731,0.0640406442,0.0631861891,0.0628854603,0.0619891276,9
304066,0.3092691009,0.2898195338,0.2019789932,0.1992439388,0.1951885122,0.1803160233,0.1784347014,0.1752326957,0.1717399166,0.1533101451,0.1501786778,0.1263438101,0.1171468401,0.1128103539,0.1117523728,0.108693937,0.1079044054,0.0994535341,0.0983078748,0.0956466284,0.09030533,0.0900881142,0.0853584524,0.0813625471,0.0798332477,0.0787989618,0.0739111627,0.0732864261,0.0730234627,0.0724471997,0.0724471997,0.0709533678,0.0704657228,0.0704382339,0.0685242874,0.0683494737,0.0631869495,0.0630697938,0.0627414388,0.0613443649,0.0604931973,0.0599240197,0.0597864818,0.0587005634,0.058436982,0.058436982,0.0582471533,0.0571772611,0.0561818407,0.0561818407,11
301116,0.2255926423,0.2177159825,0.2117111268,0.2091108676,0.1886893914,0.1747328935,0.1675168808,0.1509062687,0.1461024789,0.1300824758,0.1265901006,0.123603925,0.1224583127,0.1196142365,0.1186543482,0.117580024,0.1154732464,0.1100958099,0.1086455947,0.1083353056,0.1054999447,0.1037016782,0.101759625,0.1005208502,0.0921856549,0.0919924094,0.0913567494,0.0906966048,0.0899753119,0.0886695783,0.0841696845,0.0823440213,0.0816261142,0.0808838537,0.0807211298,0.0772642507,0.0770092145,0.0748800454,0.0732661402,0.0711926089,0.0666698313,0.066433411,0.0661851016,0.0658169353,0.0655168985,0.0647149007,0.0646253047,0.0640391399,0.0639466324,0.0612410017,20
303220,0.4994199017,0.3762492288,0.374756839,0.3402346327,0.3133242694,0.1362352296,0.1268132487,0.1182898317,0.1052778067,0.1037300709,0.0901360222,0.0851180754,0.0826420674,0.0766466195,0.076588709,0.0722086036,0.0721665315,0.0655289446,0.0652239223,0.0640994277,0.0610697935,0.0595048473,0.0591449159,0.0574507864,0.0571242461,0.0571242461,0.0552492371,0.046628994,0.0455945441,0.0454117432,0.0439077409,0.0428431846,0.0428135102,0.0422030468,0.0410207632,0.0409748366,0.040244721,0.0392155248,0.0378431193,0.0378431193,0.0375171831,0.0367064487,0.0359041569,0.035444218,0.0349298287,0.0347078532,0.034070722,0.0319104466,0.0314161373,0.0310930603,35
303227,0.488110386,0.4285653326,0.1909656488,0.177087065,0.1477855788,0.1452000176,0.1375502005,0.1334958054,0.1206152499,0.1181622542,0.1170857799,0.1153975363,0.1147016077,0.1088677536,0.1013561079,0.09933836,0.0938673819,0.0929510648,0.0874462486,0.0861699885,0.0833377166,0.079763083,0.0777658128,0.0773937009,0.0753923123,0.0745644335,0.0738927894,0.0732208513,0.0700525854,0.0699386589,0.0699386589,0.0687940214,0.0663461073,0.0617706031,0.0614125566,0.0609200422,0.0601995135,0.059603016,0.0591764933,0.0590873807,0.0589366325,0.0573028763,0.0547048064,0.0537755745,0.0516857093,0.0505100197,0.0493744582,0.0475791355,0.0465119768,0.0464755324,18
302089,0.6639171854,0.297059587,0.1787505409,0.1517218673,0.1438721906,0.1429317468,0.1281698082,0.1274172538,0.1181784045,0.1143766192,0.099494381,0.0949764734,0.0885006233,0.0866590071,0.0863422486,0.0835683944,0.0829226864,0.0822709003,0.0810088075,0.0746354143,0.0740478494,0.0731659403,0.0701078716,0.0672569575,0.0670960333,0.0648124453,0.0629901713,0.062862618,0.0621184646,0.0604309581,0.0603594653,0.0591650726,0.058263598,0.0580503482,0.0568187242,0.0518280161,0.0513138611,0.0512863684,0.0512836542,0.0511182795,0.0509555035,0.0504086223,0.0499742798,0.0491547454,0.0481109218,0.0473973111,0.0473619058,0.0461915392,0.0461915392,0.0460282133,20
301016,0.2875241934,0.2767318072,0.2748120254,0.2467841425,0.2258158524,0.1856506427,0.1802776312,0.1659406165,0.1509856694,0.144222105,0.1374060127,0.1320583749,0.1174353793,0.1113031418,0.1101060148,0.1064993037,0.1023815977,0.0965581618,0.0944332192,0.0942290436,0.0920556031,0.0917239809,0.0854715309,0.0842101288,0.0840364787,0.0838320924,0.0836533315,0.0765592677,0.0721110525,0.0721110525,0.0721110525,0.0721110525,0.0689798056,0.0680323395,0.0680323395,0.0676370504,0.0654161775,0.0651384466,0.0651384466,0.0640455773,0.063335616,0.0610597336,0.0610597336,0.0592263423,0.0587176897,0.0568458573,0.0553208299,0.0536327581,0.0532819506,0.0520917025,1
301017,0.4459665992,0.3398770014,0.332708016,0.244310361,0.221088081,0.2047513816,0.194518946,0.1507990966,0.1376621772,0.1355779404,0.1317713292,0.1275914683,0.1265161386,0.1089346132,0.1061379556,0.1060433671,0.0992018566,0.0932571717,0.085286975,0.0833509622,0.0805751716,0.0726969966,0.0675729459,0.0668019248,0.0665727849,0.0641303314,0.060870197,0.0602160619,0.0593635453,0.0574583035,0.0572236115,0.0539632975,0.0519774978,0.0513699616,0.0492899089,0.0491876684,0.0484956842,0.0466862628,0.0456536246,0.0455609494,0.0454876953,0.0451840682,0.0437425557,0.0428181824,0.0414261855,0.0412604738,0.0408607121,0.040718793,0.0404706179,0.0398579584,83
